0.00000 <init Client> [INFO]:	(Logging enabled)
144.60375 <client sender> [STATUS]:	(create rotate 1.1995421376499935)
144.60375 <client sender> [COMMAND]:	(sending command rotate -22.909567278481827)
144.60375 <client sender> [STATUS]:	(has ball False)
144.95247 <client reciever> [RESPONSE]:	(modified OK)
144.95247 <client Loop> [FPS]:	(2.5973672754204933)
144.95247 <client Loop> [STATUS]:	(generating frame)
144.98555 <pathGenerator> [DEBUG]:	(adjusted target)
144.98555 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
144.98555 <pathGenerator> [DEBUG]:	(From:   (256.00, 364.00))
144.98555 <pathGenerator> [DEBUG]:	(Angle to target: -0.36 rad)
144.98555 <pathGenerator> [DEBUG]:	(Rotation applied: 0.86 rad)
144.98555 <pathGenerator> [DEBUG]:	(Movement: 221.66 px)
144.98856 <client sender> [STATUS]:	(create rotate 0.8643071640619915)
144.98856 <client sender> [COMMAND]:	(sending command rotate -16.507050901224446)
144.98856 <client sender> [STATUS]:	(has ball False)
145.24655 <client reciever> [RESPONSE]:	(modified OK)
145.24655 <client Loop> [FPS]:	(3.400443306541447)
145.24655 <client Loop> [STATUS]:	(generating frame)
145.28202 <pathGenerator> [DEBUG]:	(adjusted target)
145.28219 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
145.28219 <pathGenerator> [DEBUG]:	(From:   (266.00, 343.00))
145.28219 <pathGenerator> [DEBUG]:	(Angle to target: -0.39 rad)
145.28219 <pathGenerator> [DEBUG]:	(Rotation applied: 0.58 rad)
145.28219 <pathGenerator> [DEBUG]:	(Movement: 174.98 px)
145.28535 <client sender> [STATUS]:	(create rotate 0.5821571158259273)
145.28535 <client sender> [COMMAND]:	(sending command rotate -11.118381916778086)
145.28535 <client sender> [STATUS]:	(has ball False)
145.51237 <client reciever> [RESPONSE]:	(modified OK)
145.51237 <client Loop> [FPS]:	(3.7619775409894882)
145.51237 <client Loop> [STATUS]:	(generating frame)
145.54735 <pathGenerator> [DEBUG]:	(adjusted target)
145.54735 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
145.54735 <pathGenerator> [DEBUG]:	(From:   (269.00, 332.00))
145.54735 <pathGenerator> [DEBUG]:	(Angle to target: -0.41 rad)
145.54735 <pathGenerator> [DEBUG]:	(Rotation applied: 0.45 rad)
145.54735 <pathGenerator> [DEBUG]:	(Movement: 149.88 px)
145.54986 <client sender> [STATUS]:	(create rotate 0.44903809185658755)
145.54986 <client sender> [COMMAND]:	(sending command rotate -8.575995834663415)
145.54986 <client sender> [STATUS]:	(has ball False)
145.69235 <client reciever> [RESPONSE]:	(modified OK)
145.69235 <client Loop> [FPS]:	(5.556171685713567)
145.69235 <client Loop> [STATUS]:	(generating frame)
145.72599 <pathGenerator> [DEBUG]:	(adjusted target)
145.72599 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
145.72599 <pathGenerator> [DEBUG]:	(From:   (269.00, 321.00))
145.72599 <pathGenerator> [DEBUG]:	(Angle to target: -0.34 rad)
145.72599 <pathGenerator> [DEBUG]:	(Rotation applied: 0.47 rad)
145.72599 <pathGenerator> [DEBUG]:	(Movement: 139.37 px)
145.72939 <client sender> [STATUS]:	(create rotate 0.46639796608455986)
145.72939 <client sender> [COMMAND]:	(sending command rotate -8.907545010043663)
145.72952 <client sender> [STATUS]:	(has ball False)
145.85765 <client reciever> [RESPONSE]:	(modified OK)
145.85829 <client Loop> [FPS]:	(6.026143002048798)
145.85829 <client Loop> [STATUS]:	(generating frame)
145.89162 <pathGenerator> [DEBUG]:	(adjusted target)
145.89162 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
145.89162 <pathGenerator> [DEBUG]:	(From:   (269.00, 314.00))
145.89162 <pathGenerator> [DEBUG]:	(Angle to target: -0.43 rad)
145.89162 <pathGenerator> [DEBUG]:	(Rotation applied: 0.23 rad)
145.89162 <pathGenerator> [DEBUG]:	(Movement: 114.34 px)
145.89508 <client sender> [STATUS]:	(create rotate 0.23178277622692728)
145.89508 <client sender> [COMMAND]:	(sending command rotate -4.426724947209375)
145.89508 <client sender> [STATUS]:	(has ball False)
146.01160 <client reciever> [RESPONSE]:	(modified OK)
146.01160 <client Loop> [FPS]:	(6.522962460692435)
146.01263 <client Loop> [STATUS]:	(generating frame)
146.04610 <pathGenerator> [DEBUG]:	(adjusted target)
146.04610 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
146.04610 <pathGenerator> [DEBUG]:	(From:   (268.00, 308.00))
146.04610 <pathGenerator> [DEBUG]:	(Angle to target: -0.43 rad)
146.04610 <pathGenerator> [DEBUG]:	(Rotation applied: 0.16 rad)
146.04610 <pathGenerator> [DEBUG]:	(Movement: 105.39 px)
146.04915 <client sender> [STATUS]:	(create rotate 0.1602284017684199)
146.04915 <client sender> [COMMAND]:	(sending command rotate -3.060137059818986)
146.04915 <client sender> [STATUS]:	(has ball False)
146.11986 <client reciever> [RESPONSE]:	(modified OK)
146.11986 <client Loop> [FPS]:	(9.326229843551271)
146.12089 <client Loop> [STATUS]:	(generating frame)
146.15603 <pathGenerator> [DEBUG]:	(adjusted target)
146.15603 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
146.15603 <pathGenerator> [DEBUG]:	(From:   (267.00, 303.00))
146.15603 <pathGenerator> [DEBUG]:	(Angle to target: -0.53 rad)
146.15603 <pathGenerator> [DEBUG]:	(Rotation applied: 0.00 rad)
146.15603 <pathGenerator> [DEBUG]:	(Movement: 97.07 px)
146.15805 <client sender> [STATUS]:	(create movement 97.06956268573585)
146.15805 <client sender> [COMMAND]:	(sending command drive 0.9706956268573584)
146.15805 <client sender> [STATUS]:	(has ball False)
146.28761 <client reciever> [RESPONSE]:	(modified OK)
146.28815 <client Loop> [FPS]:	(5.978854577825674)
146.28815 <client Loop> [STATUS]:	(generating frame)
146.32377 <pathGenerator> [DEBUG]:	(adjusted target)
146.32377 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
146.32377 <pathGenerator> [DEBUG]:	(From:   (266.00, 299.00))
146.32377 <pathGenerator> [DEBUG]:	(Angle to target: -0.45 rad)
146.32377 <pathGenerator> [DEBUG]:	(Rotation applied: 0.04 rad)
146.32377 <pathGenerator> [DEBUG]:	(Movement: 95.97 px)
146.32625 <client sender> [STATUS]:	(create movement 95.97134989151711)
146.32625 <client sender> [COMMAND]:	(sending command drive 0.9597134989151711)
146.32625 <client sender> [STATUS]:	(has ball False)
147.23753 <client reciever> [RESPONSE]:	(modified OK)
147.23753 <client Loop> [FPS]:	(1.0533124829075144)
147.23753 <client Loop> [STATUS]:	(generating frame)
147.27285 <pathGenerator> [DEBUG]:	(adjusted target)
147.27285 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
147.27285 <pathGenerator> [DEBUG]:	(From:   (265.00, 296.00))
147.27285 <pathGenerator> [DEBUG]:	(Angle to target: -0.45 rad)
147.27285 <pathGenerator> [DEBUG]:	(Rotation applied: 0.01 rad)
147.27285 <pathGenerator> [DEBUG]:	(Movement: 95.48 px)
147.27585 <client sender> [STATUS]:	(create movement 95.4803644735398)
147.27585 <client sender> [COMMAND]:	(sending command drive 0.9548036447353979)
147.27585 <client sender> [STATUS]:	(has ball False)
148.22157 <client reciever> [RESPONSE]:	(modified OK)
148.22222 <client Loop> [FPS]:	(1.0155507958929588)
148.22222 <client Loop> [STATUS]:	(generating frame)
148.25301 <pathGenerator> [DEBUG]:	(adjusted target)
148.25301 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
148.25301 <pathGenerator> [DEBUG]:	(From:   (297.00, 272.00))
148.25401 <pathGenerator> [DEBUG]:	(Angle to target: -0.43 rad)
148.25401 <pathGenerator> [DEBUG]:	(Rotation applied: -0.06 rad)
148.25401 <pathGenerator> [DEBUG]:	(Movement: 56.61 px)
148.25701 <client sender> [STATUS]:	(create movement 56.60830327787612)
148.25701 <client sender> [COMMAND]:	(sending command drive 0.5660830327787612)
148.25701 <client sender> [STATUS]:	(has ball False)
149.20377 <client reciever> [RESPONSE]:	(modified OK)
149.20377 <client Loop> [FPS]:	(1.0187992982113523)
149.20377 <client Loop> [STATUS]:	(generating frame)
149.23790 <pathGenerator> [DEBUG]:	(adjusted target)
149.23790 <pathGenerator> [DEBUG]:	(Target: (351.50, 253.50))
149.23790 <pathGenerator> [DEBUG]:	(From:   (334.00, 248.00))
149.23790 <pathGenerator> [DEBUG]:	(Angle to target: -0.53 rad)
149.23790 <pathGenerator> [DEBUG]:	(Rotation applied: -0.17 rad)
149.23790 <pathGenerator> [DEBUG]:	(Movement: 31.17 px)
149.24090 <client sender> [STATUS]:	(create rotate -0.17113945649080675)
149.24090 <client sender> [COMMAND]:	(sending command rotate 3.2685228550286696)
149.24090 <client sender> [STATUS]:	(has ball False)
149.79622 <client reciever> [RESPONSE]:	(modified OK)
149.79622 <client Loop> [FPS]:	(1.687898955542338)
149.79622 <client Loop> [STATUS]:	(generating frame)
149.83368 <pathGenerator> [DEBUG]:	(adjusted target)
149.83368 <pathGenerator> [DEBUG]:	(Target: (341.50, 372.50))
149.83368 <pathGenerator> [DEBUG]:	(From:   (369.00, 225.00))
149.83368 <pathGenerator> [DEBUG]:	(Angle to target: 1.25 rad)
149.83368 <pathGenerator> [DEBUG]:	(Rotation applied: -1.95 rad)
149.83368 <pathGenerator> [DEBUG]:	(Movement: 167.93 px)
149.83814 <client sender> [STATUS]:	(create rotate -1.9504342565624533)
149.83814 <client sender> [COMMAND]:	(sending command rotate 37.25055037292166)
149.83814 <client sender> [STATUS]:	(has ball False)
149.92270 <client reciever> [RESPONSE]:	(modified OK)
149.92369 <client Loop> [FPS]:	(7.845026138839791)
149.92369 <client Loop> [STATUS]:	(generating frame)
149.95560 <pathGenerator> [DEBUG]:	(adjusted target)
149.95560 <pathGenerator> [DEBUG]:	(Target: (342.50, 379.50))
149.95560 <pathGenerator> [DEBUG]:	(From:   (390.00, 211.00))
149.95560 <pathGenerator> [DEBUG]:	(Angle to target: 1.31 rad)
149.95560 <pathGenerator> [DEBUG]:	(Rotation applied: -1.83 rad)
149.95560 <pathGenerator> [DEBUG]:	(Movement: 212.58 px)
149.95860 <client sender> [STATUS]:	(create rotate -1.8258620721345458)
149.95860 <client sender> [COMMAND]:	(sending command rotate 34.871396902106845)
149.95860 <client sender> [STATUS]:	(has ball False)
150.35121 <client reciever> [RESPONSE]:	(modified OK)
150.35192 <client Loop> [FPS]:	(2.3351713448364944)
150.35192 <client Loop> [STATUS]:	(generating frame)
150.38647 <pathGenerator> [DEBUG]:	(adjusted target)
150.38647 <pathGenerator> [DEBUG]:	(Target: (341.50, 377.50))
150.38647 <pathGenerator> [DEBUG]:	(From:   (394.00, 207.00))
150.38647 <pathGenerator> [DEBUG]:	(Angle to target: 1.35 rad)
150.38647 <pathGenerator> [DEBUG]:	(Rotation applied: -1.88 rad)
150.38647 <pathGenerator> [DEBUG]:	(Movement: 209.94 px)
150.38847 <client sender> [STATUS]:	(create rotate -1.8752377127862758)
150.38847 <client sender> [COMMAND]:	(sending command rotate 35.814402175473084)
150.38847 <client sender> [STATUS]:	(has ball False)
150.77382 <client reciever> [RESPONSE]:	(modified OK)
150.77382 <client Loop> [FPS]:	(2.370248473775729)
150.77382 <client Loop> [STATUS]:	(generating frame)
150.80953 <pathGenerator> [DEBUG]:	(adjusted target)
150.80953 <pathGenerator> [DEBUG]:	(Target: (343.50, 367.50))
150.80953 <pathGenerator> [DEBUG]:	(From:   (400.00, 226.00))
150.80953 <pathGenerator> [DEBUG]:	(Angle to target: 1.43 rad)
150.80953 <pathGenerator> [DEBUG]:	(Rotation applied: -1.88 rad)
150.80953 <pathGenerator> [DEBUG]:	(Movement: 179.04 px)
150.81270 <client sender> [STATUS]:	(create rotate -1.8787460469100408)
150.81270 <client sender> [COMMAND]:	(sending command rotate 35.881406421610905)
150.81270 <client sender> [STATUS]:	(has ball False)
151.20790 <client reciever> [RESPONSE]:	(modified OK)
151.20896 <client Loop> [FPS]:	(2.298112769216945)
151.20896 <client Loop> [STATUS]:	(generating frame)
151.24333 <pathGenerator> [DEBUG]:	(adjusted target)
151.24347 <pathGenerator> [DEBUG]:	(Target: (346.50, 363.50))
151.24347 <pathGenerator> [DEBUG]:	(From:   (401.00, 255.00))
151.24347 <pathGenerator> [DEBUG]:	(Angle to target: 1.26 rad)
151.24347 <pathGenerator> [DEBUG]:	(Rotation applied: -1.15 rad)
151.24347 <pathGenerator> [DEBUG]:	(Movement: 199.47 px)
151.24647 <client sender> [STATUS]:	(create rotate -1.1495445151012869)
151.24647 <client sender> [COMMAND]:	(sending command rotate 21.954683025905485)
151.24647 <client sender> [STATUS]:	(has ball False)
151.66331 <client reciever> [RESPONSE]:	(modified OK)
151.66331 <client Loop> [FPS]:	(2.2009291088772245)
151.66331 <client Loop> [STATUS]:	(generating frame)
151.69669 <pathGenerator> [DEBUG]:	(adjusted target)
151.69669 <pathGenerator> [DEBUG]:	(Target: (347.50, 371.50))
151.69669 <pathGenerator> [DEBUG]:	(From:   (390.00, 284.00))
151.69669 <pathGenerator> [DEBUG]:	(Angle to target: 1.29 rad)
151.69669 <pathGenerator> [DEBUG]:	(Rotation applied: -0.97 rad)
151.69669 <pathGenerator> [DEBUG]:	(Movement: 163.00 px)
151.70041 <client sender> [STATUS]:	(create rotate -0.9678135704799593)
151.70041 <client sender> [COMMAND]:	(sending command rotate 18.483877647996234)
151.70041 <client sender> [STATUS]:	(has ball False)
151.94950 <client reciever> [RESPONSE]:	(modified OK)
151.94950 <client Loop> [FPS]:	(3.4942225376847165)
151.94950 <client Loop> [STATUS]:	(generating frame)
151.98316 <pathGenerator> [DEBUG]:	(adjusted target)
151.98316 <pathGenerator> [DEBUG]:	(Target: (341.50, 376.50))
151.98316 <pathGenerator> [DEBUG]:	(From:   (338.00, 260.00))
151.98316 <pathGenerator> [DEBUG]:	(Angle to target: 1.98 rad)
151.98316 <pathGenerator> [DEBUG]:	(Rotation applied: 2.10 rad)
151.98316 <pathGenerator> [DEBUG]:	(Movement: 116.32 px)
151.98603 <client sender> [STATUS]:	(create rotate 2.096773861417767)
151.98603 <client sender> [COMMAND]:	(sending command rotate -40.045430950862205)
151.98603 <client sender> [STATUS]:	(has ball False)
152.20707 <client reciever> [RESPONSE]:	(modified OK)
152.20707 <client Loop> [FPS]:	(3.882457267370284)
152.20707 <client Loop> [STATUS]:	(generating frame)
152.24079 <pathGenerator> [DEBUG]:	(adjusted target)
152.24079 <pathGenerator> [DEBUG]:	(Target: (340.50, 373.50))
152.24079 <pathGenerator> [DEBUG]:	(From:   (357.00, 315.00))
152.24079 <pathGenerator> [DEBUG]:	(Angle to target: 1.32 rad)
152.24079 <pathGenerator> [DEBUG]:	(Rotation applied: -0.39 rad)
152.24079 <pathGenerator> [DEBUG]:	(Movement: 89.79 px)
152.24411 <client sender> [STATUS]:	(create rotate -0.39181113703509773)
152.24411 <client sender> [COMMAND]:	(sending command rotate 7.4830415061110145)
152.24411 <client sender> [STATUS]:	(has ball False)
152.73371 <client reciever> [RESPONSE]:	(modified OK)
152.73371 <client Loop> [FPS]:	(1.898822806133559)
152.73371 <client Loop> [STATUS]:	(generating frame)
152.76726 <pathGenerator> [DEBUG]:	(adjusted target)
152.76726 <pathGenerator> [DEBUG]:	(Target: (343.50, 369.50))
152.76726 <pathGenerator> [DEBUG]:	(From:   (343.00, 319.00))
152.76726 <pathGenerator> [DEBUG]:	(Angle to target: 1.28 rad)
152.76726 <pathGenerator> [DEBUG]:	(Rotation applied: -0.20 rad)
152.76726 <pathGenerator> [DEBUG]:	(Movement: 59.16 px)
152.77060 <client sender> [STATUS]:	(create rotate -0.19550811015132807)
152.77060 <client sender> [COMMAND]:	(sending command rotate 3.7339298574166353)
152.77060 <client sender> [STATUS]:	(has ball False)
152.93434 <client reciever> [RESPONSE]:	(modified OK)
152.93434 <client Loop> [FPS]:	(4.9843480947599215)
152.93434 <client Loop> [STATUS]:	(generating frame)
152.96695 <pathGenerator> [DEBUG]:	(adjusted target)
152.96695 <pathGenerator> [DEBUG]:	(Target: (487.50, 376.50))
152.96695 <pathGenerator> [DEBUG]:	(From:   (335.00, 263.00))
152.96695 <pathGenerator> [DEBUG]:	(Angle to target: 0.46 rad)
152.96695 <pathGenerator> [DEBUG]:	(Rotation applied: -2.50 rad)
152.96695 <pathGenerator> [DEBUG]:	(Movement: 136.26 px)
152.96997 <client sender> [STATUS]:	(create rotate -2.5011495635168552)
152.96997 <client sender> [COMMAND]:	(sending command rotate 47.76843797350128)
152.96997 <client sender> [STATUS]:	(has ball False)
153.13459 <client reciever> [RESPONSE]:	(modified OK)
153.13459 <client Loop> [FPS]:	(4.993819494963085)
153.13459 <client Loop> [STATUS]:	(generating frame)
153.16974 <pathGenerator> [DEBUG]:	(adjusted target)
153.16974 <pathGenerator> [DEBUG]:	(Target: (496.50, 375.50))
153.16974 <pathGenerator> [DEBUG]:	(From:   (369.00, 309.00))
153.16974 <pathGenerator> [DEBUG]:	(Angle to target: 0.66 rad)
153.16974 <pathGenerator> [DEBUG]:	(Rotation applied: 0.27 rad)
153.16974 <pathGenerator> [DEBUG]:	(Movement: 159.26 px)
153.17275 <client sender> [STATUS]:	(create rotate 0.2725522864686083)
153.17275 <client sender> [COMMAND]:	(sending command rotate -5.205365237097277)
153.17275 <client sender> [STATUS]:	(has ball False)
153.70398 <client reciever> [RESPONSE]:	(modified OK)
153.70398 <client Loop> [FPS]:	(1.75624029353969)
153.70398 <client Loop> [STATUS]:	(generating frame)
153.73812 <pathGenerator> [DEBUG]:	(adjusted target)
153.73812 <pathGenerator> [DEBUG]:	(Target: (508.50, 370.50))
153.73812 <pathGenerator> [DEBUG]:	(From:   (363.00, 311.00))
153.73812 <pathGenerator> [DEBUG]:	(Angle to target: 0.52 rad)
153.73812 <pathGenerator> [DEBUG]:	(Rotation applied: 0.31 rad)
153.73812 <pathGenerator> [DEBUG]:	(Movement: 169.84 px)
153.74148 <client sender> [STATUS]:	(create rotate 0.3050898809223468)
153.74148 <client sender> [COMMAND]:	(sending command rotate -5.826787516333108)
153.74148 <client sender> [STATUS]:	(has ball False)
153.82262 <client reciever> [RESPONSE]:	(modified OK)
153.82262 <client Loop> [FPS]:	(8.42930468300957)
153.82262 <client Loop> [STATUS]:	(generating frame)
153.85701 <pathGenerator> [DEBUG]:	(adjusted target)
153.85701 <pathGenerator> [DEBUG]:	(Target: (519.50, 364.50))
153.85701 <pathGenerator> [DEBUG]:	(From:   (321.00, 320.00))
153.85701 <pathGenerator> [DEBUG]:	(Angle to target: 0.61 rad)
153.85701 <pathGenerator> [DEBUG]:	(Rotation applied: 0.96 rad)
153.85701 <pathGenerator> [DEBUG]:	(Movement: 287.65 px)
153.86033 <client sender> [STATUS]:	(create rotate 0.9649897459617618)
153.86033 <client sender> [COMMAND]:	(sending command rotate -18.429946572336807)
153.86033 <client sender> [STATUS]:	(has ball False)
153.94922 <client reciever> [RESPONSE]:	(modified OK)
153.94922 <client Loop> [FPS]:	(7.898654463621555)
153.95028 <client Loop> [STATUS]:	(generating frame)
153.98527 <pathGenerator> [DEBUG]:	(adjusted target)
153.98527 <pathGenerator> [DEBUG]:	(Target: (517.50, 364.50))
153.98527 <pathGenerator> [DEBUG]:	(From:   (315.00, 320.00))
153.98527 <pathGenerator> [DEBUG]:	(Angle to target: 0.49 rad)
153.98527 <pathGenerator> [DEBUG]:	(Rotation applied: 0.96 rad)
153.98527 <pathGenerator> [DEBUG]:	(Movement: 269.42 px)
153.98839 <client sender> [STATUS]:	(create rotate 0.9648385051116017)
153.98839 <client sender> [COMMAND]:	(sending command rotate -18.42705808486876)
153.98839 <client sender> [STATUS]:	(has ball False)
154.28971 <client reciever> [RESPONSE]:	(modified OK)
154.28971 <client Loop> [FPS]:	(2.946096108541093)
154.28971 <client Loop> [STATUS]:	(generating frame)
154.32049 <pathGenerator> [DEBUG]:	(adjusted target)
154.32049 <pathGenerator> [DEBUG]:	(Target: (513.50, 367.50))
154.32049 <pathGenerator> [DEBUG]:	(From:   (327.00, 265.00))
154.32049 <pathGenerator> [DEBUG]:	(Angle to target: 0.24 rad)
154.32049 <pathGenerator> [DEBUG]:	(Rotation applied: -1.72 rad)
154.32049 <pathGenerator> [DEBUG]:	(Movement: 251.35 px)
154.32386 <client sender> [STATUS]:	(create rotate -1.7199562799095154)
154.32386 <client sender> [COMMAND]:	(sending command rotate 32.84874526194563)
154.32386 <client sender> [STATUS]:	(has ball False)
154.49128 <client reciever> [RESPONSE]:	(modified OK)
154.49128 <client Loop> [FPS]:	(4.960966857134746)
154.49231 <client Loop> [STATUS]:	(generating frame)
154.52603 <pathGenerator> [DEBUG]:	(adjusted target)
154.52603 <pathGenerator> [DEBUG]:	(Target: (496.50, 373.50))
